,data_name,epochs,int_cover_0.7_t,int_cover_0.7_v,int_cover_0.95_t,int_cover_0.95_v,int_cover_0.99_t,int_cover_0.99_v,int_cover_0.9_t,int_cover_0.9_v,int_width_0.7_t,int_width_0.7_v,int_width_0.95_t,int_width_0.95_v,int_width_0.99_t,int_width_0.99_v,int_width_0.9_t,int_width_0.9_v,l,lr,mse_MLC_t,mse_MLC_v,mse_mean_t,mse_mean_v,mse_mode_t,mse_mode_v,nll_t,nll_v,num_hidden,r2_MLC_t,r2_MLC_v,r2_mean_t,r2_mean_v,r2_mode_t,r2_mode_v,seed,ssl_weight,t,u,v
0,UCI_air_quality,250.0,0.700054407119751,0.700054407119751,0.923516571521759,0.923516571521759,0.9659770727157593,0.9659770727157593,0.8767011165618896,0.8767011165618896,0.6742753398653665,0.6742753398653665,1.460927744886352,1.460927744886352,2.552594920045942,2.552594920045942,1.121134872699208,1.121134872699208,300.0,0.0001,0.22784554958343506,0.22784554958343506,0.22326704859733582,0.22326704859733582,0.2253795713186264,0.2253795713186264,0.084712856,0.084712856,32 32 32,0.8918549651452897,0.8918549651452897,0.894028113077466,0.894028113077466,0.8930254187217072,0.8930254187217072,0.0,1.0,3674.0,2700.0,1000.0
1,UCI_air_quality,190.0,0.7302666902542114,0.7302666902542114,0.9183450937271118,0.9183450937271118,0.9689710736274719,0.9689710736274719,0.8813282251358032,0.8813282251358032,0.7569099216240586,0.7569099216240586,1.5385891140486536,1.5385891140486536,2.39806782644482,2.39806782644482,1.2197971570138348,1.2197971570138348,300.0,0.0001,0.2513987123966217,0.2513987123966217,0.23195312917232513,0.23195312917232513,0.2826138436794281,0.2826138436794281,0.13492759,0.13492759,32 32 32,0.8806756390285567,0.8806756390285567,0.8899053288512677,0.8899053288512677,0.8658596447880732,0.8658596447880732,1.0,1.0,3674.0,2700.0,1000.0
2,UCI_air_quality,420.0,0.6995100378990173,0.6995100378990173,0.91507887840271,0.91507887840271,0.9629830718040466,0.9629830718040466,0.8701686859130859,0.8701686859130859,0.6834229588898154,0.6834229588898154,1.4024296685757702,1.4024296685757702,2.3868686895564477,2.3868686895564477,1.1195104097350368,1.1195104097350368,300.0,0.0001,0.2536655068397522,0.2536655068397522,0.23594465851783752,0.23594465851783752,0.2552723288536072,0.2552723288536072,0.044363562,0.044363562,32 32 32,0.8795997396257903,0.8795997396257903,0.888010789411932,0.888010789411932,0.8788370640532901,0.8788370640532901,2.0,1.0,3674.0,2700.0,1000.0
